location,month,temp_mean_c,source
fuessen,2025-06,18.19,ERA5/Open-Meteo
fuessen,2025-07,16.32,ERA5/Open-Meteo
fuessen,2025-08,16.95,ERA5/Open-Meteo
fuessen,2025-09,13.17,ERA5/Open-Meteo
fuessen,2025-10,7.95,ERA5/Open-Meteo
fuessen,2025-11,3.06,ERA5/Open-Meteo
fuessen,2025-12,1.0,ERA5/Open-Meteo
fuessen,2026-01,-2.24,ERA5/Open-Meteo
fuessen,2026-02,2.26,ERA5/Open-Meteo
fuessen,2026-03,3.25,ERA5/Open-Meteo
fuessen,2026-04,8.16,ERA5/Open-Meteo
fuessen,2026-05,13.05,ERA5/Open-Meteo
fuessen,2026-06,15.4,ERA5/Open-Meteo
kempten,1940-01,-8.8,ERA5/Open-Meteo
kempten,1940-02,-1.95,ERA5/Open-Meteo
kempten,1940-03,2.01,ERA5/Open-Meteo
kempten,1940-04,7.39,ERA5/Open-Meteo
kempten,1940-05,11.3,ERA5/Open-Meteo
kempten,1940-06,14.44,ERA5/Open-Meteo
kempten,1940-07,15.22,ERA5/Open-Meteo
kempten,1940-08,13.88,ERA5/Open-Meteo
kempten,1940-09,12.65,ERA5/Open-Meteo
kempten,1940-10,7.68,ERA5/Open-Meteo
kempten,1940-11,3.89,ERA5/Open-Meteo
kempten,1940-12,-6.3,ERA5/Open-Meteo
kempten,1941-01,-4.7,ERA5/Open-Meteo
kempten,1941-02,-0.17,ERA5/Open-Meteo
kempten,1941-03,2.89,ERA5/Open-Meteo
kempten,1941-04,4.77,ERA5/Open-Meteo
kempten,1941-05,8.2,ERA5/Open-Meteo
kempten,1941-06,14.99,ERA5/Open-Meteo
kempten,1941-07,16.95,ERA5/Open-Meteo
kempten,1941-08,14.79,ERA5/Open-Meteo
kempten,1941-09,11.25,ERA5/Open-Meteo
kempten,1941-10,6.82,ERA5/Open-Meteo
kempten,1941-11,0.51,ERA5/Open-Meteo
kempten,1941-12,-6.2,ERA5/Open-Meteo
kempten,1942-01,-8.06,ERA5/Open-Meteo
kempten,1942-02,-5.45,ERA5/Open-Meteo
kempten,1942-03,3.1,ERA5/Open-Meteo
kempten,1942-04,6.91,ERA5/Open-Meteo
kempten,1942-05,11.55,ERA5/Open-Meteo
kempten,1942-06,14.3,ERA5/Open-Meteo
kempten,1942-07,15.88,ERA5/Open-Meteo
kempten,1942-08,16.34,ERA5/Open-Meteo
kempten,1942-09,14.8,ERA5/Open-Meteo
kempten,1942-10,10.83,ERA5/Open-Meteo
kempten,1942-11,0.59,ERA5/Open-Meteo
kempten,1942-12,-4.6,ERA5/Open-Meteo
kempten,1943-01,-1.83,ERA5/Open-Meteo
kempten,1943-02,0.78,ERA5/Open-Meteo
kempten,1943-03,4.15,ERA5/Open-Meteo
kempten,1943-04,7.64,ERA5/Open-Meteo
kempten,1943-05,11.73,ERA5/Open-Meteo
kempten,1943-06,13.06,ERA5/Open-Meteo
kempten,1943-07,16.3,ERA5/Open-Meteo
kempten,1943-08,17.51,ERA5/Open-Meteo
kempten,1943-09,13.78,ERA5/Open-Meteo
kempten,1943-10,9.56,ERA5/Open-Meteo
kempten,1943-11,1.24,ERA5/Open-Meteo
kempten,1943-12,0.4,ERA5/Open-Meteo
kempten,1944-01,-0.56,ERA5/Open-Meteo
kempten,1944-02,-3.26,ERA5/Open-Meteo
kempten,1944-03,-0.77,ERA5/Open-Meteo
kempten,1944-04,6.21,ERA5/Open-Meteo
kempten,1944-05,10.77,ERA5/Open-Meteo
kempten,1944-06,14.0,ERA5/Open-Meteo
kempten,1944-07,16.08,ERA5/Open-Meteo
kempten,1944-08,18.67,ERA5/Open-Meteo
kempten,1944-09,12.89,ERA5/Open-Meteo
kempten,1944-10,7.83,ERA5/Open-Meteo
kempten,1944-11,2.31,ERA5/Open-Meteo
kempten,1944-12,-1.9,ERA5/Open-Meteo
kempten,1945-01,-8.29,ERA5/Open-Meteo
kempten,1945-02,1.82,ERA5/Open-Meteo
kempten,1945-03,2.68,ERA5/Open-Meteo
kempten,1945-04,7.8,ERA5/Open-Meteo
kempten,1945-05,13.41,ERA5/Open-Meteo
kempten,1945-06,16.25,ERA5/Open-Meteo
kempten,1945-07,17.45,ERA5/Open-Meteo
kempten,1945-08,15.92,ERA5/Open-Meteo
kempten,1945-09,13.44,ERA5/Open-Meteo
kempten,1945-10,8.08,ERA5/Open-Meteo
kempten,1945-11,0.19,ERA5/Open-Meteo
kempten,1945-12,-4.3,ERA5/Open-Meteo
kempten,1946-01,-4.9,ERA5/Open-Meteo
kempten,1946-02,0.72,ERA5/Open-Meteo
kempten,1946-03,3.52,ERA5/Open-Meteo
kempten,1946-04,8.93,ERA5/Open-Meteo
kempten,1946-05,13.28,ERA5/Open-Meteo
kempten,1946-06,14.13,ERA5/Open-Meteo
kempten,1946-07,17.59,ERA5/Open-Meteo
kempten,1946-08,16.42,ERA5/Open-Meteo
kempten,1946-09,14.31,ERA5/Open-Meteo
kempten,1946-10,6.91,ERA5/Open-Meteo
kempten,1946-11,2.54,ERA5/Open-Meteo
kempten,1946-12,2.9,ERA5/Open-Meteo
kempten,1947-01,-6.42,ERA5/Open-Meteo
kempten,1947-02,-4.17,ERA5/Open-Meteo
kempten,1947-03,3.32,ERA5/Open-Meteo
kempten,1947-04,9.07,ERA5/Open-Meteo
kempten,1947-05,13.56,ERA5/Open-Meteo
kempten,1947-06,15.92,ERA5/Open-Meteo
kempten,1947-07,18.44,ERA5/Open-Meteo
kempten,1947-08,17.73,ERA5/Open-Meteo
kempten,1947-09,15.5,ERA5/Open-Meteo
kempten,1947-10,8.38,ERA5/Open-Meteo
kempten,1947-11,4.17,ERA5/Open-Meteo
kempten,1947-12,-4.0,ERA5/Open-Meteo
kempten,1948-01,0.72,ERA5/Open-Meteo
kempten,1948-02,-1.43,ERA5/Open-Meteo
kempten,1948-03,4.27,ERA5/Open-Meteo
kempten,1948-04,7.83,ERA5/Open-Meteo
kempten,1948-05,12.66,ERA5/Open-Meteo
kempten,1948-06,13.62,ERA5/Open-Meteo
kempten,1948-07,14.02,ERA5/Open-Meteo
kempten,1948-08,15.95,ERA5/Open-Meteo
kempten,1948-09,12.84,ERA5/Open-Meteo
kempten,1948-10,8.69,ERA5/Open-Meteo
kempten,1948-11,4.36,ERA5/Open-Meteo
kempten,1948-12,0.6,ERA5/Open-Meteo
kempten,1949-01,-1.81,ERA5/Open-Meteo
kempten,1949-02,-0.56,ERA5/Open-Meteo
kempten,1949-03,0.37,ERA5/Open-Meteo
kempten,1949-04,10.14,ERA5/Open-Meteo
kempten,1949-05,10.66,ERA5/Open-Meteo
kempten,1949-06,14.04,ERA5/Open-Meteo
kempten,1949-07,17.61,ERA5/Open-Meteo
kempten,1949-08,16.76,ERA5/Open-Meteo
kempten,1949-09,16.06,ERA5/Open-Meteo
kempten,1949-10,10.53,ERA5/Open-Meteo
kempten,1949-11,2.59,ERA5/Open-Meteo
kempten,1949-12,-1.0,ERA5/Open-Meteo
kempten,1950-01,-4.02,ERA5/Open-Meteo
kempten,1950-02,0.98,ERA5/Open-Meteo
kempten,1950-03,1.95,ERA5/Open-Meteo
kempten,1950-04,5.59,ERA5/Open-Meteo
kempten,1950-05,12.96,ERA5/Open-Meteo
kempten,1950-06,17.07,ERA5/Open-Meteo
kempten,1950-07,18.93,ERA5/Open-Meteo
kempten,1950-08,16.94,ERA5/Open-Meteo
kempten,1950-09,13.07,ERA5/Open-Meteo
kempten,1950-10,7.55,ERA5/Open-Meteo
kempten,1950-11,1.49,ERA5/Open-Meteo
kempten,1950-12,0.5,ERA5/Open-Meteo
kempten,1951-01,-0.82,ERA5/Open-Meteo
kempten,1951-02,0.51,ERA5/Open-Meteo
kempten,1951-03,0.85,ERA5/Open-Meteo
kempten,1951-04,4.66,ERA5/Open-Meteo
kempten,1951-05,10.72,ERA5/Open-Meteo
kempten,1951-06,14.58,ERA5/Open-Meteo
kempten,1951-07,16.67,ERA5/Open-Meteo
kempten,1951-08,16.68,ERA5/Open-Meteo
kempten,1951-09,14.22,ERA5/Open-Meteo
kempten,1951-10,7.05,ERA5/Open-Meteo
kempten,1951-11,4.81,ERA5/Open-Meteo
kempten,1951-12,-3.8,ERA5/Open-Meteo
kempten,1952-01,-3.6,ERA5/Open-Meteo
kempten,1952-02,-2.97,ERA5/Open-Meteo
kempten,1952-03,2.08,ERA5/Open-Meteo
kempten,1952-04,7.37,ERA5/Open-Meteo
kempten,1952-05,11.48,ERA5/Open-Meteo
kempten,1952-06,15.72,ERA5/Open-Meteo
kempten,1952-07,19.01,ERA5/Open-Meteo
kempten,1952-08,17.8,ERA5/Open-Meteo
kempten,1952-09,10.11,ERA5/Open-Meteo
kempten,1952-10,7.04,ERA5/Open-Meteo
kempten,1952-11,-0.01,ERA5/Open-Meteo
kempten,1952-12,5.1,ERA5/Open-Meteo
kempten,1953-01,-4.74,ERA5/Open-Meteo
kempten,1953-02,-2.61,ERA5/Open-Meteo
kempten,1953-03,1.64,ERA5/Open-Meteo
kempten,1953-04,6.35,ERA5/Open-Meteo
kempten,1953-05,11.95,ERA5/Open-Meteo
kempten,1953-06,13.96,ERA5/Open-Meteo
kempten,1953-07,16.94,ERA5/Open-Meteo
kempten,1953-08,15.92,ERA5/Open-Meteo
kempten,1953-09,14.01,ERA5/Open-Meteo
kempten,1953-10,9.82,ERA5/Open-Meteo
kempten,1953-11,3.14,ERA5/Open-Meteo
kempten,1953-12,5.6,ERA5/Open-Meteo
kempten,1954-01,-5.82,ERA5/Open-Meteo
kempten,1954-02,-3.98,ERA5/Open-Meteo
kempten,1954-03,2.6,ERA5/Open-Meteo
kempten,1954-04,4.41,ERA5/Open-Meteo
kempten,1954-05,9.65,ERA5/Open-Meteo
kempten,1954-06,14.44,ERA5/Open-Meteo
kempten,1954-07,13.79,ERA5/Open-Meteo
kempten,1954-08,15.01,ERA5/Open-Meteo
kempten,1954-09,13.31,ERA5/Open-Meteo
kempten,1954-10,8.28,ERA5/Open-Meteo
kempten,1954-11,2.02,ERA5/Open-Meteo
kempten,1954-12,3.2,ERA5/Open-Meteo
kempten,1955-01,-2.6,ERA5/Open-Meteo
kempten,1955-02,-1.73,ERA5/Open-Meteo
kempten,1955-03,-0.41,ERA5/Open-Meteo
kempten,1955-04,4.25,ERA5/Open-Meteo
kempten,1955-05,10.03,ERA5/Open-Meteo
kempten,1955-06,14.21,ERA5/Open-Meteo
kempten,1955-07,16.08,ERA5/Open-Meteo
kempten,1955-08,14.99,ERA5/Open-Meteo
kempten,1955-09,12.32,ERA5/Open-Meteo
kempten,1955-10,6.89,ERA5/Open-Meteo
kempten,1955-11,1.25,ERA5/Open-Meteo
kempten,1955-12,-0.7,ERA5/Open-Meteo
kempten,1956-01,-1.99,ERA5/Open-Meteo
kempten,1956-02,-11.86,ERA5/Open-Meteo
kempten,1956-03,0.85,ERA5/Open-Meteo
kempten,1956-04,4.46,ERA5/Open-Meteo
kempten,1956-05,11.13,ERA5/Open-Meteo
kempten,1956-06,12.41,ERA5/Open-Meteo
kempten,1956-07,16.15,ERA5/Open-Meteo
kempten,1956-08,14.76,ERA5/Open-Meteo
kempten,1956-09,14.06,ERA5/Open-Meteo
kempten,1956-10,6.45,ERA5/Open-Meteo
kempten,1956-11,-0.62,ERA5/Open-Meteo
kempten,1956-12,-4.8,ERA5/Open-Meteo
kempten,1957-01,-3.79,ERA5/Open-Meteo
kempten,1957-02,1.97,ERA5/Open-Meteo
kempten,1957-03,5.63,ERA5/Open-Meteo
kempten,1957-04,6.46,ERA5/Open-Meteo
kempten,1957-05,7.8,ERA5/Open-Meteo
kempten,1957-06,15.38,ERA5/Open-Meteo
kempten,1957-07,16.55,ERA5/Open-Meteo
kempten,1957-08,14.55,ERA5/Open-Meteo
kempten,1957-09,11.96,ERA5/Open-Meteo
kempten,1957-10,8.15,ERA5/Open-Meteo
kempten,1957-11,3.96,ERA5/Open-Meteo
kempten,1957-12,-4.6,ERA5/Open-Meteo
kempten,1958-01,-2.78,ERA5/Open-Meteo
kempten,1958-02,0.71,ERA5/Open-Meteo
kempten,1958-03,-1.99,ERA5/Open-Meteo
kempten,1958-04,2.69,ERA5/Open-Meteo
kempten,1958-05,12.87,ERA5/Open-Meteo
kempten,1958-06,13.68,ERA5/Open-Meteo
kempten,1958-07,16.48,ERA5/Open-Meteo
kempten,1958-08,16.85,ERA5/Open-Meteo
kempten,1958-09,14.36,ERA5/Open-Meteo
kempten,1958-10,7.26,ERA5/Open-Meteo
kempten,1958-11,3.49,ERA5/Open-Meteo
kempten,1958-12,0.4,ERA5/Open-Meteo
kempten,1959-01,-3.0,ERA5/Open-Meteo
kempten,1959-02,-1.44,ERA5/Open-Meteo
kempten,1959-03,3.66,ERA5/Open-Meteo
kempten,1959-04,7.55,ERA5/Open-Meteo
kempten,1959-05,11.27,ERA5/Open-Meteo
kempten,1959-06,14.55,ERA5/Open-Meteo
kempten,1959-07,17.81,ERA5/Open-Meteo
kempten,1959-08,15.82,ERA5/Open-Meteo
kempten,1959-09,13.64,ERA5/Open-Meteo
kempten,1959-10,7.93,ERA5/Open-Meteo
kempten,1959-11,-0.13,ERA5/Open-Meteo
kempten,1959-12,1.8,ERA5/Open-Meteo
kempten,1960-01,-3.13,ERA5/Open-Meteo
kempten,1960-02,-0.49,ERA5/Open-Meteo
kempten,1960-03,2.94,ERA5/Open-Meteo
kempten,1960-04,6.47,ERA5/Open-Meteo
kempten,1960-05,11.85,ERA5/Open-Meteo
kempten,1960-06,15.37,ERA5/Open-Meteo
kempten,1960-07,14.57,ERA5/Open-Meteo
kempten,1960-08,15.35,ERA5/Open-Meteo
kempten,1960-09,11.7,ERA5/Open-Meteo
kempten,1960-10,7.33,ERA5/Open-Meteo
kempten,1960-11,4.39,ERA5/Open-Meteo
kempten,1960-12,1.5,ERA5/Open-Meteo
kempten,1961-01,-2.72,ERA5/Open-Meteo
kempten,1961-02,1.99,ERA5/Open-Meteo
kempten,1961-03,3.09,ERA5/Open-Meteo
kempten,1961-04,9.9,ERA5/Open-Meteo
kempten,1961-05,9.56,ERA5/Open-Meteo
kempten,1961-06,15.12,ERA5/Open-Meteo
kempten,1961-07,15.09,ERA5/Open-Meteo
kempten,1961-08,15.49,ERA5/Open-Meteo
kempten,1961-09,16.51,ERA5/Open-Meteo
kempten,1961-10,9.84,ERA5/Open-Meteo
kempten,1961-11,2.09,ERA5/Open-Meteo
kempten,1961-12,6.6,ERA5/Open-Meteo
kempten,1962-01,-1.43,ERA5/Open-Meteo
kempten,1962-02,-2.84,ERA5/Open-Meteo
kempten,1962-03,-1.42,ERA5/Open-Meteo
kempten,1962-04,4.95,ERA5/Open-Meteo
kempten,1962-05,8.71,ERA5/Open-Meteo
kempten,1962-06,12.73,ERA5/Open-Meteo
kempten,1962-07,15.14,ERA5/Open-Meteo
kempten,1962-08,17.02,ERA5/Open-Meteo
kempten,1962-09,12.82,ERA5/Open-Meteo
kempten,1962-10,8.75,ERA5/Open-Meteo
kempten,1962-11,-0.28,ERA5/Open-Meteo
kempten,1962-12,-2.9,ERA5/Open-Meteo
kempten,1963-01,-7.74,ERA5/Open-Meteo
kempten,1963-02,-6.05,ERA5/Open-Meteo
kempten,1963-03,0.72,ERA5/Open-Meteo
kempten,1963-04,5.36,ERA5/Open-Meteo
kempten,1963-05,10.22,ERA5/Open-Meteo
kempten,1963-06,14.33,ERA5/Open-Meteo
kempten,1963-07,17.05,ERA5/Open-Meteo
kempten,1963-08,15.13,ERA5/Open-Meteo
kempten,1963-09,13.62,ERA5/Open-Meteo
kempten,1963-10,8.1,ERA5/Open-Meteo
kempten,1963-11,6.09,ERA5/Open-Meteo
kempten,1963-12,-0.3,ERA5/Open-Meteo
kempten,1964-01,-4.6,ERA5/Open-Meteo
kempten,1964-02,-0.65,ERA5/Open-Meteo
kempten,1964-03,1.2,ERA5/Open-Meteo
kempten,1964-04,7.73,ERA5/Open-Meteo
kempten,1964-05,12.63,ERA5/Open-Meteo
kempten,1964-06,15.89,ERA5/Open-Meteo
kempten,1964-07,17.52,ERA5/Open-Meteo
kempten,1964-08,15.47,ERA5/Open-Meteo
kempten,1964-09,13.27,ERA5/Open-Meteo
kempten,1964-10,6.3,ERA5/Open-Meteo
kempten,1964-11,4.33,ERA5/Open-Meteo
kempten,1964-12,-3.6,ERA5/Open-Meteo
kempten,1965-01,-0.75,ERA5/Open-Meteo
kempten,1965-02,-5.04,ERA5/Open-Meteo
kempten,1965-03,1.06,ERA5/Open-Meteo
kempten,1965-04,3.73,ERA5/Open-Meteo
kempten,1965-05,9.83,ERA5/Open-Meteo
kempten,1965-06,14.69,ERA5/Open-Meteo
kempten,1965-07,15.21,ERA5/Open-Meteo
kempten,1965-08,14.65,ERA5/Open-Meteo
kempten,1965-09,11.95,ERA5/Open-Meteo
kempten,1965-10,8.51,ERA5/Open-Meteo
kempten,1965-11,2.0,ERA5/Open-Meteo
kempten,1965-12,-1.8,ERA5/Open-Meteo
kempten,1966-01,-5.29,ERA5/Open-Meteo
kempten,1966-02,3.29,ERA5/Open-Meteo
kempten,1966-03,0.76,ERA5/Open-Meteo
kempten,1966-04,7.5,ERA5/Open-Meteo
kempten,1966-05,11.1,ERA5/Open-Meteo
kempten,1966-06,15.14,ERA5/Open-Meteo
kempten,1966-07,14.58,ERA5/Open-Meteo
kempten,1966-08,14.53,ERA5/Open-Meteo
kempten,1966-09,14.1,ERA5/Open-Meteo
kempten,1966-10,11.26,ERA5/Open-Meteo
kempten,1966-11,-0.7,ERA5/Open-Meteo
kempten,1966-12,2.0,ERA5/Open-Meteo
kempten,1967-01,-2.03,ERA5/Open-Meteo
kempten,1967-02,-0.19,ERA5/Open-Meteo
kempten,1967-03,2.63,ERA5/Open-Meteo
kempten,1967-04,3.81,ERA5/Open-Meteo
kempten,1967-05,10.47,ERA5/Open-Meteo
kempten,1967-06,13.23,ERA5/Open-Meteo
kempten,1967-07,17.97,ERA5/Open-Meteo
kempten,1967-08,16.1,ERA5/Open-Meteo
kempten,1967-09,12.93,ERA5/Open-Meteo
kempten,1967-10,11.21,ERA5/Open-Meteo
kempten,1967-11,3.7,ERA5/Open-Meteo
kempten,1967-12,0.0,ERA5/Open-Meteo
kempten,1968-01,-2.9,ERA5/Open-Meteo
kempten,1968-02,-0.09,ERA5/Open-Meteo
kempten,1968-03,1.75,ERA5/Open-Meteo
kempten,1968-04,5.66,ERA5/Open-Meteo
kempten,1968-05,10.38,ERA5/Open-Meteo
kempten,1968-06,14.31,ERA5/Open-Meteo
kempten,1968-07,15.35,ERA5/Open-Meteo
kempten,1968-08,14.73,ERA5/Open-Meteo
kempten,1968-09,12.34,ERA5/Open-Meteo
kempten,1968-10,9.98,ERA5/Open-Meteo
kempten,1968-11,3.63,ERA5/Open-Meteo
kempten,1968-12,1.1,ERA5/Open-Meteo
kempten,1969-01,-1.46,ERA5/Open-Meteo
kempten,1969-02,-2.89,ERA5/Open-Meteo
kempten,1969-03,1.5,ERA5/Open-Meteo
kempten,1969-04,5.06,ERA5/Open-Meteo
kempten,1969-05,12.55,ERA5/Open-Meteo
kempten,1969-06,12.63,ERA5/Open-Meteo
kempten,1969-07,16.71,ERA5/Open-Meteo
kempten,1969-08,14.93,ERA5/Open-Meteo
kempten,1969-09,14.01,ERA5/Open-Meteo
kempten,1969-10,9.62,ERA5/Open-Meteo
kempten,1969-11,3.56,ERA5/Open-Meteo
kempten,1969-12,-6.3,ERA5/Open-Meteo
kempten,1970-01,-1.51,ERA5/Open-Meteo
kempten,1970-02,-0.97,ERA5/Open-Meteo
kempten,1970-03,-0.36,ERA5/Open-Meteo
kempten,1970-04,2.94,ERA5/Open-Meteo
kempten,1970-05,7.55,ERA5/Open-Meteo
kempten,1970-06,15.63,ERA5/Open-Meteo
kempten,1970-07,15.6,ERA5/Open-Meteo
kempten,1970-08,16.03,ERA5/Open-Meteo
kempten,1970-09,13.82,ERA5/Open-Meteo
kempten,1970-10,7.59,ERA5/Open-Meteo
kempten,1970-11,4.01,ERA5/Open-Meteo
kempten,1970-12,3.1,ERA5/Open-Meteo
kempten,1971-01,-3.63,ERA5/Open-Meteo
kempten,1971-02,-2.09,ERA5/Open-Meteo
kempten,1971-03,-1.7,ERA5/Open-Meteo
kempten,1971-04,7.52,ERA5/Open-Meteo
kempten,1971-05,12.7,ERA5/Open-Meteo
kempten,1971-06,12.82,ERA5/Open-Meteo
kempten,1971-07,17.28,ERA5/Open-Meteo
kempten,1971-08,17.66,ERA5/Open-Meteo
kempten,1971-09,11.73,ERA5/Open-Meteo
kempten,1971-10,8.93,ERA5/Open-Meteo
kempten,1971-11,1.58,ERA5/Open-Meteo
kempten,1971-12,1.1,ERA5/Open-Meteo
kempten,1972-01,-2.43,ERA5/Open-Meteo
kempten,1972-02,1.4,ERA5/Open-Meteo
kempten,1972-03,5.07,ERA5/Open-Meteo
kempten,1972-04,5.9,ERA5/Open-Meteo
kempten,1972-05,9.99,ERA5/Open-Meteo
kempten,1972-06,13.51,ERA5/Open-Meteo
kempten,1972-07,15.66,ERA5/Open-Meteo
kempten,1972-08,15.22,ERA5/Open-Meteo
kempten,1972-09,9.93,ERA5/Open-Meteo
kempten,1972-10,5.84,ERA5/Open-Meteo
kempten,1972-11,2.27,ERA5/Open-Meteo
kempten,1972-12,1.5,ERA5/Open-Meteo
kempten,1973-01,-2.18,ERA5/Open-Meteo
kempten,1973-02,-2.12,ERA5/Open-Meteo
kempten,1973-03,0.4,ERA5/Open-Meteo
kempten,1973-04,2.38,ERA5/Open-Meteo
kempten,1973-05,11.02,ERA5/Open-Meteo
kempten,1973-06,14.6,ERA5/Open-Meteo
kempten,1973-07,15.61,ERA5/Open-Meteo
kempten,1973-08,17.4,ERA5/Open-Meteo
kempten,1973-09,13.93,ERA5/Open-Meteo
kempten,1973-10,6.58,ERA5/Open-Meteo
kempten,1973-11,2.34,ERA5/Open-Meteo
kempten,1973-12,-6.5,ERA5/Open-Meteo
kempten,1974-01,0.78,ERA5/Open-Meteo
kempten,1974-02,1.16,ERA5/Open-Meteo
kempten,1974-03,3.25,ERA5/Open-Meteo
kempten,1974-04,5.8,ERA5/Open-Meteo
kempten,1974-05,10.02,ERA5/Open-Meteo
kempten,1974-06,12.98,ERA5/Open-Meteo
kempten,1974-07,15.26,ERA5/Open-Meteo
kempten,1974-08,17.01,ERA5/Open-Meteo
kempten,1974-09,12.84,ERA5/Open-Meteo
kempten,1974-10,2.73,ERA5/Open-Meteo
kempten,1974-11,1.56,ERA5/Open-Meteo
kempten,1974-12,2.7,ERA5/Open-Meteo
kempten,1975-01,0.65,ERA5/Open-Meteo
kempten,1975-02,-0.58,ERA5/Open-Meteo
kempten,1975-03,1.58,ERA5/Open-Meteo
kempten,1975-04,4.32,ERA5/Open-Meteo
kempten,1975-05,11.09,ERA5/Open-Meteo
kempten,1975-06,12.81,ERA5/Open-Meteo
kempten,1975-07,16.43,ERA5/Open-Meteo
kempten,1975-08,16.25,ERA5/Open-Meteo
kempten,1975-09,15.21,ERA5/Open-Meteo
kempten,1975-10,6.72,ERA5/Open-Meteo
kempten,1975-11,1.43,ERA5/Open-Meteo
kempten,1975-12,0.1,ERA5/Open-Meteo
kempten,1976-01,-1.26,ERA5/Open-Meteo
kempten,1976-02,-0.4,ERA5/Open-Meteo
kempten,1976-03,0.61,ERA5/Open-Meteo
kempten,1976-04,5.02,ERA5/Open-Meteo
kempten,1976-05,11.49,ERA5/Open-Meteo
kempten,1976-06,15.72,ERA5/Open-Meteo
kempten,1976-07,17.56,ERA5/Open-Meteo
kempten,1976-08,13.92,ERA5/Open-Meteo
kempten,1976-09,11.45,ERA5/Open-Meteo
kempten,1976-10,9.77,ERA5/Open-Meteo
kempten,1976-11,2.52,ERA5/Open-Meteo
kempten,1976-12,3.5,ERA5/Open-Meteo
kempten,1977-01,-1.13,ERA5/Open-Meteo
kempten,1977-02,1.83,ERA5/Open-Meteo
kempten,1977-03,4.56,ERA5/Open-Meteo
kempten,1977-04,4.19,ERA5/Open-Meteo
kempten,1977-05,10.46,ERA5/Open-Meteo
kempten,1977-06,14.1,ERA5/Open-Meteo
kempten,1977-07,15.75,ERA5/Open-Meteo
kempten,1977-08,14.8,ERA5/Open-Meteo
kempten,1977-09,11.37,ERA5/Open-Meteo
kempten,1977-10,10.0,ERA5/Open-Meteo
kempten,1977-11,2.97,ERA5/Open-Meteo
kempten,1977-12,-7.8,ERA5/Open-Meteo
kempten,1978-01,-2.52,ERA5/Open-Meteo
kempten,1978-02,-2.05,ERA5/Open-Meteo
kempten,1978-03,2.48,ERA5/Open-Meteo
kempten,1978-04,3.9,ERA5/Open-Meteo
kempten,1978-05,9.28,ERA5/Open-Meteo
kempten,1978-06,13.15,ERA5/Open-Meteo
kempten,1978-07,14.8,ERA5/Open-Meteo
kempten,1978-08,14.42,ERA5/Open-Meteo
kempten,1978-09,12.13,ERA5/Open-Meteo
kempten,1978-10,7.78,ERA5/Open-Meteo
kempten,1978-11,2.59,ERA5/Open-Meteo
kempten,1978-12,-5.5,ERA5/Open-Meteo
kempten,1979-01,-5.54,ERA5/Open-Meteo
kempten,1979-02,-0.21,ERA5/Open-Meteo
kempten,1979-03,3.08,ERA5/Open-Meteo
kempten,1979-04,3.66,ERA5/Open-Meteo
kempten,1979-05,10.98,ERA5/Open-Meteo
kempten,1979-06,15.15,ERA5/Open-Meteo
kempten,1979-07,15.29,ERA5/Open-Meteo
kempten,1979-08,14.68,ERA5/Open-Meteo
kempten,1979-09,12.63,ERA5/Open-Meteo
kempten,1979-10,9.75,ERA5/Open-Meteo
kempten,1979-11,1.32,ERA5/Open-Meteo
kempten,1979-12,5.8,ERA5/Open-Meteo
kempten,1980-01,-4.27,ERA5/Open-Meteo
kempten,1980-02,0.93,ERA5/Open-Meteo
kempten,1980-03,2.21,ERA5/Open-Meteo
kempten,1980-04,2.84,ERA5/Open-Meteo
kempten,1980-05,9.05,ERA5/Open-Meteo
kempten,1980-06,12.99,ERA5/Open-Meteo
kempten,1980-07,14.21,ERA5/Open-Meteo
kempten,1980-08,16.66,ERA5/Open-Meteo
kempten,1980-09,13.82,ERA5/Open-Meteo
kempten,1980-10,7.38,ERA5/Open-Meteo
kempten,1980-11,2.01,ERA5/Open-Meteo
kempten,1980-12,-9.3,ERA5/Open-Meteo
kempten,1981-01,-4.53,ERA5/Open-Meteo
kempten,1981-02,-3.14,ERA5/Open-Meteo
kempten,1981-03,4.34,ERA5/Open-Meteo
kempten,1981-04,7.46,ERA5/Open-Meteo
kempten,1981-05,10.84,ERA5/Open-Meteo
kempten,1981-06,14.56,ERA5/Open-Meteo
kempten,1981-07,15.29,ERA5/Open-Meteo
kempten,1981-08,16.15,ERA5/Open-Meteo
kempten,1981-09,13.65,ERA5/Open-Meteo
kempten,1981-10,7.84,ERA5/Open-Meteo
kempten,1981-11,2.23,ERA5/Open-Meteo
kempten,1981-12,-0.7,ERA5/Open-Meteo
kempten,1982-01,-1.57,ERA5/Open-Meteo
kempten,1982-02,-1.46,ERA5/Open-Meteo
kempten,1982-03,1.77,ERA5/Open-Meteo
kempten,1982-04,4.0,ERA5/Open-Meteo
kempten,1982-05,10.12,ERA5/Open-Meteo
kempten,1982-06,15.31,ERA5/Open-Meteo
kempten,1982-07,17.76,ERA5/Open-Meteo
kempten,1982-08,15.96,ERA5/Open-Meteo
kempten,1982-09,15.51,ERA5/Open-Meteo
kempten,1982-10,8.57,ERA5/Open-Meteo
kempten,1982-11,4.68,ERA5/Open-Meteo
kempten,1982-12,1.6,ERA5/Open-Meteo
kempten,1983-01,1.12,ERA5/Open-Meteo
kempten,1983-02,-4.16,ERA5/Open-Meteo
kempten,1983-03,3.1,ERA5/Open-Meteo
kempten,1983-04,7.74,ERA5/Open-Meteo
