location,month,temp_mean_c,source
fuessen,1982-08,15.17,ERA5/Open-Meteo
fuessen,1982-09,14.74,ERA5/Open-Meteo
fuessen,1982-10,7.97,ERA5/Open-Meteo
fuessen,1982-11,3.6,ERA5/Open-Meteo
fuessen,1982-12,1.0,ERA5/Open-Meteo
fuessen,1983-01,-0.22,ERA5/Open-Meteo
fuessen,1983-02,-5.02,ERA5/Open-Meteo
fuessen,1983-03,2.17,ERA5/Open-Meteo
fuessen,1983-04,6.67,ERA5/Open-Meteo
fuessen,1983-05,9.73,ERA5/Open-Meteo
fuessen,1983-06,14.21,ERA5/Open-Meteo
fuessen,1983-07,18.82,ERA5/Open-Meteo
fuessen,1983-08,15.48,ERA5/Open-Meteo
fuessen,1983-09,12.58,ERA5/Open-Meteo
fuessen,1983-10,8.22,ERA5/Open-Meteo
fuessen,1983-11,2.28,ERA5/Open-Meteo
fuessen,1983-12,-5.5,ERA5/Open-Meteo
fuessen,1984-01,-3.09,ERA5/Open-Meteo
fuessen,1984-02,-3.98,ERA5/Open-Meteo
fuessen,1984-03,-0.96,ERA5/Open-Meteo
fuessen,1984-04,3.73,ERA5/Open-Meteo
fuessen,1984-05,7.84,ERA5/Open-Meteo
fuessen,1984-06,12.56,ERA5/Open-Meteo
fuessen,1984-07,15.0,ERA5/Open-Meteo
fuessen,1984-08,14.82,ERA5/Open-Meteo
fuessen,1984-09,10.68,ERA5/Open-Meteo
fuessen,1984-10,8.76,ERA5/Open-Meteo
fuessen,1984-11,4.51,ERA5/Open-Meteo
fuessen,1984-12,0.0,ERA5/Open-Meteo
fuessen,1985-01,-8.28,ERA5/Open-Meteo
fuessen,1985-02,-3.04,ERA5/Open-Meteo
fuessen,1985-03,0.7,ERA5/Open-Meteo
fuessen,1985-04,4.85,ERA5/Open-Meteo
fuessen,1985-05,10.75,ERA5/Open-Meteo
fuessen,1985-06,12.24,ERA5/Open-Meteo
fuessen,1985-07,16.95,ERA5/Open-Meteo
fuessen,1985-08,15.18,ERA5/Open-Meteo
fuessen,1985-09,13.49,ERA5/Open-Meteo
fuessen,1985-10,8.23,ERA5/Open-Meteo
fuessen,1985-11,-1.71,ERA5/Open-Meteo
fuessen,1985-12,3.5,ERA5/Open-Meteo
fuessen,1986-01,-3.38,ERA5/Open-Meteo
fuessen,1986-02,-7.47,ERA5/Open-Meteo
fuessen,1986-03,1.71,ERA5/Open-Meteo
fuessen,1986-04,4.1,ERA5/Open-Meteo
fuessen,1986-05,12.61,ERA5/Open-Meteo
fuessen,1986-06,13.45,ERA5/Open-Meteo
fuessen,1986-07,15.24,ERA5/Open-Meteo
fuessen,1986-08,15.69,ERA5/Open-Meteo
fuessen,1986-09,12.42,ERA5/Open-Meteo
fuessen,1986-10,9.34,ERA5/Open-Meteo
fuessen,1986-11,3.22,ERA5/Open-Meteo
fuessen,1986-12,-1.1,ERA5/Open-Meteo
fuessen,1987-01,-6.68,ERA5/Open-Meteo
fuessen,1987-02,-1.44,ERA5/Open-Meteo
fuessen,1987-03,-2.59,ERA5/Open-Meteo
fuessen,1987-04,5.91,ERA5/Open-Meteo
fuessen,1987-05,7.96,ERA5/Open-Meteo
fuessen,1987-06,12.47,ERA5/Open-Meteo
fuessen,1987-07,16.12,ERA5/Open-Meteo
fuessen,1987-08,14.93,ERA5/Open-Meteo
fuessen,1987-09,15.01,ERA5/Open-Meteo
fuessen,1987-10,9.48,ERA5/Open-Meteo
fuessen,1987-11,3.03,ERA5/Open-Meteo
fuessen,1987-12,-1.2,ERA5/Open-Meteo
fuessen,1988-01,0.46,ERA5/Open-Meteo
fuessen,1988-02,-2.64,ERA5/Open-Meteo
fuessen,1988-03,0.37,ERA5/Open-Meteo
fuessen,1988-04,6.09,ERA5/Open-Meteo
fuessen,1988-05,11.75,ERA5/Open-Meteo
fuessen,1988-06,13.04,ERA5/Open-Meteo
fuessen,1988-07,16.15,ERA5/Open-Meteo
fuessen,1988-08,15.86,ERA5/Open-Meteo
fuessen,1988-09,12.03,ERA5/Open-Meteo
fuessen,1988-10,9.89,ERA5/Open-Meteo
fuessen,1988-11,0.41,ERA5/Open-Meteo
fuessen,1988-12,2.2,ERA5/Open-Meteo
fuessen,1989-01,-0.92,ERA5/Open-Meteo
fuessen,1989-02,1.25,ERA5/Open-Meteo
fuessen,1989-03,4.84,ERA5/Open-Meteo
fuessen,1989-04,5.91,ERA5/Open-Meteo
fuessen,1989-05,11.14,ERA5/Open-Meteo
fuessen,1989-06,12.48,ERA5/Open-Meteo
fuessen,1989-07,16.0,ERA5/Open-Meteo
fuessen,1989-08,15.45,ERA5/Open-Meteo
fuessen,1989-09,12.22,ERA5/Open-Meteo
fuessen,1989-10,8.45,ERA5/Open-Meteo
fuessen,1989-11,1.15,ERA5/Open-Meteo
fuessen,1989-12,-3.4,ERA5/Open-Meteo
fuessen,1990-01,-3.72,ERA5/Open-Meteo
fuessen,1990-02,2.57,ERA5/Open-Meteo
fuessen,1990-03,4.48,ERA5/Open-Meteo
fuessen,1990-04,4.57,ERA5/Open-Meteo
fuessen,1990-05,11.76,ERA5/Open-Meteo
fuessen,1990-06,13.17,ERA5/Open-Meteo
fuessen,1990-07,15.52,ERA5/Open-Meteo
fuessen,1990-08,16.29,ERA5/Open-Meteo
fuessen,1990-09,11.15,ERA5/Open-Meteo
fuessen,1990-10,9.63,ERA5/Open-Meteo
fuessen,1990-11,1.59,ERA5/Open-Meteo
fuessen,1990-12,-6.2,ERA5/Open-Meteo
fuessen,1991-01,-4.01,ERA5/Open-Meteo
fuessen,1991-02,-4.83,ERA5/Open-Meteo
fuessen,1991-03,4.47,ERA5/Open-Meteo
fuessen,1991-04,4.38,ERA5/Open-Meteo
fuessen,1991-05,6.77,ERA5/Open-Meteo
fuessen,1991-06,12.71,ERA5/Open-Meteo
fuessen,1991-07,16.99,ERA5/Open-Meteo
fuessen,1991-08,16.62,ERA5/Open-Meteo
fuessen,1991-09,14.3,ERA5/Open-Meteo
fuessen,1991-10,7.26,ERA5/Open-Meteo
fuessen,1991-11,1.22,ERA5/Open-Meteo
fuessen,1991-12,-0.2,ERA5/Open-Meteo
fuessen,1992-01,-3.33,ERA5/Open-Meteo
fuessen,1992-02,-1.38,ERA5/Open-Meteo
fuessen,1992-03,2.12,ERA5/Open-Meteo
fuessen,1992-04,5.24,ERA5/Open-Meteo
fuessen,1992-05,12.18,ERA5/Open-Meteo
fuessen,1992-06,14.02,ERA5/Open-Meteo
fuessen,1992-07,16.67,ERA5/Open-Meteo
fuessen,1992-08,18.82,ERA5/Open-Meteo
fuessen,1992-09,12.73,ERA5/Open-Meteo
fuessen,1992-10,5.73,ERA5/Open-Meteo
fuessen,1992-11,3.78,ERA5/Open-Meteo
fuessen,1992-12,3.6,ERA5/Open-Meteo
fuessen,1993-01,-0.33,ERA5/Open-Meteo
fuessen,1993-02,-2.7,ERA5/Open-Meteo
fuessen,1993-03,-0.41,ERA5/Open-Meteo
fuessen,1993-04,7.2,ERA5/Open-Meteo
fuessen,1993-05,12.34,ERA5/Open-Meteo
fuessen,1993-06,14.33,ERA5/Open-Meteo
fuessen,1993-07,14.51,ERA5/Open-Meteo
fuessen,1993-08,15.49,ERA5/Open-Meteo
fuessen,1993-09,11.48,ERA5/Open-Meteo
fuessen,1993-10,7.43,ERA5/Open-Meteo
fuessen,1993-11,-0.7,ERA5/Open-Meteo
fuessen,1993-12,-6.7,ERA5/Open-Meteo
fuessen,1994-01,-0.9,ERA5/Open-Meteo
fuessen,1994-02,-2.09,ERA5/Open-Meteo
fuessen,1994-03,5.54,ERA5/Open-Meteo
fuessen,1994-04,4.89,ERA5/Open-Meteo
fuessen,1994-05,11.25,ERA5/Open-Meteo
fuessen,1994-06,14.47,ERA5/Open-Meteo
fuessen,1994-07,18.67,ERA5/Open-Meteo
fuessen,1994-08,17.4,ERA5/Open-Meteo
fuessen,1994-09,12.9,ERA5/Open-Meteo
fuessen,1994-10,7.72,ERA5/Open-Meteo
fuessen,1994-11,6.23,ERA5/Open-Meteo
fuessen,1994-12,2.0,ERA5/Open-Meteo
fuessen,1995-01,-4.34,ERA5/Open-Meteo
fuessen,1995-02,1.21,ERA5/Open-Meteo
fuessen,1995-03,0.09,ERA5/Open-Meteo
fuessen,1995-04,5.73,ERA5/Open-Meteo
fuessen,1995-05,10.4,ERA5/Open-Meteo
fuessen,1995-06,11.87,ERA5/Open-Meteo
fuessen,1995-07,18.26,ERA5/Open-Meteo
fuessen,1995-08,15.19,ERA5/Open-Meteo
fuessen,1995-09,10.41,ERA5/Open-Meteo
fuessen,1995-10,11.25,ERA5/Open-Meteo
fuessen,1995-11,0.71,ERA5/Open-Meteo
fuessen,1995-12,-0.1,ERA5/Open-Meteo
fuessen,1996-01,-2.36,ERA5/Open-Meteo
fuessen,1996-02,-4.22,ERA5/Open-Meteo
fuessen,1996-03,-0.98,ERA5/Open-Meteo
fuessen,1996-04,5.53,ERA5/Open-Meteo
fuessen,1996-05,10.31,ERA5/Open-Meteo
fuessen,1996-06,14.56,ERA5/Open-Meteo
fuessen,1996-07,14.71,ERA5/Open-Meteo
fuessen,1996-08,14.75,ERA5/Open-Meteo
fuessen,1996-09,8.86,ERA5/Open-Meteo
fuessen,1996-10,7.51,ERA5/Open-Meteo
fuessen,1996-11,2.2,ERA5/Open-Meteo
fuessen,1996-12,-2.1,ERA5/Open-Meteo
fuessen,1997-01,-3.19,ERA5/Open-Meteo
fuessen,1997-02,0.06,ERA5/Open-Meteo
fuessen,1997-03,3.54,ERA5/Open-Meteo
fuessen,1997-04,3.66,ERA5/Open-Meteo
fuessen,1997-05,10.74,ERA5/Open-Meteo
fuessen,1997-06,13.71,ERA5/Open-Meteo
fuessen,1997-07,14.58,ERA5/Open-Meteo
fuessen,1997-08,16.66,ERA5/Open-Meteo
fuessen,1997-09,13.55,ERA5/Open-Meteo
fuessen,1997-10,7.22,ERA5/Open-Meteo
fuessen,1997-11,3.18,ERA5/Open-Meteo
fuessen,1997-12,1.5,ERA5/Open-Meteo
fuessen,1998-01,-2.45,ERA5/Open-Meteo
fuessen,1998-02,0.19,ERA5/Open-Meteo
fuessen,1998-03,1.31,ERA5/Open-Meteo
fuessen,1998-04,5.9,ERA5/Open-Meteo
fuessen,1998-05,11.49,ERA5/Open-Meteo
fuessen,1998-06,14.78,ERA5/Open-Meteo
fuessen,1998-07,15.81,ERA5/Open-Meteo
fuessen,1998-08,16.06,ERA5/Open-Meteo
fuessen,1998-09,11.49,ERA5/Open-Meteo
fuessen,1998-10,7.64,ERA5/Open-Meteo
fuessen,1998-11,-1.2,ERA5/Open-Meteo
fuessen,1998-12,-5.9,ERA5/Open-Meteo
fuessen,1999-01,-2.69,ERA5/Open-Meteo
fuessen,1999-02,-3.21,ERA5/Open-Meteo
fuessen,1999-03,2.11,ERA5/Open-Meteo
fuessen,1999-04,5.38,ERA5/Open-Meteo
fuessen,1999-05,12.23,ERA5/Open-Meteo
fuessen,1999-06,13.09,ERA5/Open-Meteo
fuessen,1999-07,16.03,ERA5/Open-Meteo
fuessen,1999-08,15.62,ERA5/Open-Meteo
fuessen,1999-09,14.45,ERA5/Open-Meteo
fuessen,1999-10,8.29,ERA5/Open-Meteo
fuessen,1999-11,-0.55,ERA5/Open-Meteo
fuessen,1999-12,-1.8,ERA5/Open-Meteo
fuessen,2000-01,-4.85,ERA5/Open-Meteo
fuessen,2000-02,0.34,ERA5/Open-Meteo
fuessen,2000-03,2.27,ERA5/Open-Meteo
fuessen,2000-04,7.36,ERA5/Open-Meteo
fuessen,2000-05,12.36,ERA5/Open-Meteo
fuessen,2000-06,15.59,ERA5/Open-Meteo
fuessen,2000-07,13.86,ERA5/Open-Meteo
fuessen,2000-08,16.82,ERA5/Open-Meteo
fuessen,2000-09,12.89,ERA5/Open-Meteo
fuessen,2000-10,8.8,ERA5/Open-Meteo
fuessen,2000-11,2.67,ERA5/Open-Meteo
fuessen,2000-12,0.7,ERA5/Open-Meteo
fuessen,2001-01,-3.02,ERA5/Open-Meteo
fuessen,2001-02,-0.84,ERA5/Open-Meteo
fuessen,2001-03,3.64,ERA5/Open-Meteo
fuessen,2001-04,4.39,ERA5/Open-Meteo
fuessen,2001-05,12.93,ERA5/Open-Meteo
fuessen,2001-06,12.76,ERA5/Open-Meteo
fuessen,2001-07,16.12,ERA5/Open-Meteo
fuessen,2001-08,17.06,ERA5/Open-Meteo
fuessen,2001-09,9.46,ERA5/Open-Meteo
fuessen,2001-10,11.41,ERA5/Open-Meteo
fuessen,2001-11,0.74,ERA5/Open-Meteo
fuessen,2001-12,4.1,ERA5/Open-Meteo
fuessen,2002-01,-5.35,ERA5/Open-Meteo
fuessen,2002-02,2.36,ERA5/Open-Meteo
fuessen,2002-03,4.01,ERA5/Open-Meteo
fuessen,2002-04,5.92,ERA5/Open-Meteo
fuessen,2002-05,11.42,ERA5/Open-Meteo
fuessen,2002-06,16.56,ERA5/Open-Meteo
fuessen,2002-07,15.91,ERA5/Open-Meteo
fuessen,2002-08,15.5,ERA5/Open-Meteo
fuessen,2002-09,10.57,ERA5/Open-Meteo
fuessen,2002-10,7.85,ERA5/Open-Meteo
fuessen,2002-11,4.21,ERA5/Open-Meteo
fuessen,2002-12,0.7,ERA5/Open-Meteo
fuessen,2003-01,-3.46,ERA5/Open-Meteo
fuessen,2003-02,-5.14,ERA5/Open-Meteo
fuessen,2003-03,2.45,ERA5/Open-Meteo
fuessen,2003-04,5.95,ERA5/Open-Meteo
fuessen,2003-05,12.72,ERA5/Open-Meteo
fuessen,2003-06,18.95,ERA5/Open-Meteo
fuessen,2003-07,17.5,ERA5/Open-Meteo
fuessen,2003-08,19.87,ERA5/Open-Meteo
fuessen,2003-09,12.23,ERA5/Open-Meteo
fuessen,2003-10,4.82,ERA5/Open-Meteo
fuessen,2003-11,3.87,ERA5/Open-Meteo
fuessen,2003-12,2.4,ERA5/Open-Meteo
fuessen,2004-01,-3.45,ERA5/Open-Meteo
fuessen,2004-02,-1.92,ERA5/Open-Meteo
fuessen,2004-03,0.38,ERA5/Open-Meteo
fuessen,2004-04,5.91,ERA5/Open-Meteo
fuessen,2004-05,9.13,ERA5/Open-Meteo
fuessen,2004-06,13.72,ERA5/Open-Meteo
fuessen,2004-07,15.59,ERA5/Open-Meteo
fuessen,2004-08,16.47,ERA5/Open-Meteo
fuessen,2004-09,12.81,ERA5/Open-Meteo
fuessen,2004-10,9.95,ERA5/Open-Meteo
fuessen,2004-11,2.2,ERA5/Open-Meteo
fuessen,2004-12,1.9,ERA5/Open-Meteo
fuessen,2005-01,-3.74,ERA5/Open-Meteo
fuessen,2005-02,-4.49,ERA5/Open-Meteo
fuessen,2005-03,0.83,ERA5/Open-Meteo
fuessen,2005-04,6.51,ERA5/Open-Meteo
fuessen,2005-05,11.26,ERA5/Open-Meteo
fuessen,2005-06,15.3,ERA5/Open-Meteo
fuessen,2005-07,16.05,ERA5/Open-Meteo
fuessen,2005-08,14.1,ERA5/Open-Meteo
fuessen,2005-09,13.17,ERA5/Open-Meteo
fuessen,2005-10,9.57,ERA5/Open-Meteo
fuessen,2005-11,2.22,ERA5/Open-Meteo
fuessen,2005-12,-4.2,ERA5/Open-Meteo
fuessen,2006-01,-6.86,ERA5/Open-Meteo
fuessen,2006-02,-2.79,ERA5/Open-Meteo
fuessen,2006-03,-0.66,ERA5/Open-Meteo
fuessen,2006-04,5.32,ERA5/Open-Meteo
fuessen,2006-05,10.84,ERA5/Open-Meteo
fuessen,2006-06,15.05,ERA5/Open-Meteo
fuessen,2006-07,19.62,ERA5/Open-Meteo
fuessen,2006-08,12.98,ERA5/Open-Meteo
fuessen,2006-09,15.08,ERA5/Open-Meteo
fuessen,2006-10,10.94,ERA5/Open-Meteo
fuessen,2006-11,4.61,ERA5/Open-Meteo
fuessen,2006-12,2.6,ERA5/Open-Meteo
fuessen,2007-01,0.87,ERA5/Open-Meteo
fuessen,2007-02,1.76,ERA5/Open-Meteo
fuessen,2007-03,3.35,ERA5/Open-Meteo
fuessen,2007-04,10.48,ERA5/Open-Meteo
fuessen,2007-05,12.28,ERA5/Open-Meteo
fuessen,2007-06,15.42,ERA5/Open-Meteo
fuessen,2007-07,16.05,ERA5/Open-Meteo
fuessen,2007-08,15.09,ERA5/Open-Meteo
fuessen,2007-09,10.54,ERA5/Open-Meteo
fuessen,2007-10,7.36,ERA5/Open-Meteo
fuessen,2007-11,0.15,ERA5/Open-Meteo
fuessen,2007-12,2.1,ERA5/Open-Meteo
fuessen,2008-01,-0.58,ERA5/Open-Meteo
fuessen,2008-02,1.19,ERA5/Open-Meteo
fuessen,2008-03,1.18,ERA5/Open-Meteo
fuessen,2008-04,5.19,ERA5/Open-Meteo
fuessen,2008-05,12.28,ERA5/Open-Meteo
fuessen,2008-06,15.21,ERA5/Open-Meteo
fuessen,2008-07,15.67,ERA5/Open-Meteo
fuessen,2008-08,16.14,ERA5/Open-Meteo
fuessen,2008-09,11.04,ERA5/Open-Meteo
fuessen,2008-10,8.46,ERA5/Open-Meteo
fuessen,2008-11,2.45,ERA5/Open-Meteo
fuessen,2008-12,-0.9,ERA5/Open-Meteo
fuessen,2009-01,-5.51,ERA5/Open-Meteo
fuessen,2009-02,-2.69,ERA5/Open-Meteo
fuessen,2009-03,0.86,ERA5/Open-Meteo
fuessen,2009-04,7.56,ERA5/Open-Meteo
fuessen,2009-05,12.74,ERA5/Open-Meteo
fuessen,2009-06,13.65,ERA5/Open-Meteo
fuessen,2009-07,16.34,ERA5/Open-Meteo
fuessen,2009-08,17.31,ERA5/Open-Meteo
fuessen,2009-09,13.59,ERA5/Open-Meteo
fuessen,2009-10,7.6,ERA5/Open-Meteo
fuessen,2009-11,4.65,ERA5/Open-Meteo
fuessen,2009-12,0.9,ERA5/Open-Meteo
fuessen,2010-01,-5.09,ERA5/Open-Meteo
fuessen,2010-02,-3.19,ERA5/Open-Meteo
fuessen,2010-03,0.51,ERA5/Open-Meteo
fuessen,2010-04,6.39,ERA5/Open-Meteo
fuessen,2010-05,9.43,ERA5/Open-Meteo
fuessen,2010-06,14.34,ERA5/Open-Meteo
fuessen,2010-07,17.75,ERA5/Open-Meteo
fuessen,2010-08,15.03,ERA5/Open-Meteo
fuessen,2010-09,11.24,ERA5/Open-Meteo
fuessen,2010-10,6.94,ERA5/Open-Meteo
fuessen,2010-11,3.04,ERA5/Open-Meteo
fuessen,2010-12,-3.7,ERA5/Open-Meteo
fuessen,2011-01,-3.36,ERA5/Open-Meteo
fuessen,2011-02,-1.11,ERA5/Open-Meteo
fuessen,2011-03,2.8,ERA5/Open-Meteo
fuessen,2011-04,8.96,ERA5/Open-Meteo
fuessen,2011-05,12.23,ERA5/Open-Meteo
fuessen,2011-06,14.48,ERA5/Open-Meteo
fuessen,2011-07,14.4,ERA5/Open-Meteo
fuessen,2011-08,17.08,ERA5/Open-Meteo
fuessen,2011-09,14.39,ERA5/Open-Meteo
fuessen,2011-10,7.72,ERA5/Open-Meteo
fuessen,2011-11,4.95,ERA5/Open-Meteo
fuessen,2011-12,3.5,ERA5/Open-Meteo
fuessen,2012-01,-1.86,ERA5/Open-Meteo
fuessen,2012-02,-6.47,ERA5/Open-Meteo
fuessen,2012-03,3.65,ERA5/Open-Meteo
fuessen,2012-04,6.05,ERA5/Open-Meteo
fuessen,2012-05,11.7,ERA5/Open-Meteo
fuessen,2012-06,15.51,ERA5/Open-Meteo
fuessen,2012-07,16.13,ERA5/Open-Meteo
fuessen,2012-08,17.54,ERA5/Open-Meteo
fuessen,2012-09,12.77,ERA5/Open-Meteo
fuessen,2012-10,8.55,ERA5/Open-Meteo
fuessen,2012-11,3.99,ERA5/Open-Meteo
fuessen,2012-12,-3.4,ERA5/Open-Meteo
fuessen,2013-01,-2.01,ERA5/Open-Meteo
fuessen,2013-02,-4.19,ERA5/Open-Meteo
fuessen,2013-03,-0.07,ERA5/Open-Meteo
fuessen,2013-04,6.24,ERA5/Open-Meteo
fuessen,2013-05,9.26,ERA5/Open-Meteo
fuessen,2013-06,13.52,ERA5/Open-Meteo
fuessen,2013-07,18.22,ERA5/Open-Meteo
fuessen,2013-08,16.53,ERA5/Open-Meteo
fuessen,2013-09,12.33,ERA5/Open-Meteo
fuessen,2013-10,9.66,ERA5/Open-Meteo
fuessen,2013-11,2.19,ERA5/Open-Meteo
fuessen,2013-12,-5.4,ERA5/Open-Meteo
fuessen,2014-01,0.09,ERA5/Open-Meteo
fuessen,2014-02,1.79,ERA5/Open-Meteo
fuessen,2014-03,4.12,ERA5/Open-Meteo
fuessen,2014-04,7.97,ERA5/Open-Meteo
fuessen,2014-05,10.26,ERA5/Open-Meteo
fuessen,2014-06,15.12,ERA5/Open-Meteo
fuessen,2014-07,16.0,ERA5/Open-Meteo
fuessen,2014-08,14.39,ERA5/Open-Meteo
fuessen,2014-09,13.01,ERA5/Open-Meteo
fuessen,2014-10,9.99,ERA5/Open-Meteo
fuessen,2014-11,5.74,ERA5/Open-Meteo
fuessen,2014-12,3.7,ERA5/Open-Meteo
fuessen,2015-01,-1.52,ERA5/Open-Meteo
fuessen,2015-02,-3.16,ERA5/Open-Meteo
fuessen,2015-03,2.25,ERA5/Open-Meteo
fuessen,2015-04,6.39,ERA5/Open-Meteo
fuessen,2015-05,11.41,ERA5/Open-Meteo
fuessen,2015-06,15.18,ERA5/Open-Meteo
fuessen,2015-07,19.38,ERA5/Open-Meteo
fuessen,2015-08,18.31,ERA5/Open-Meteo
fuessen,2015-09,11.4,ERA5/Open-Meteo
fuessen,2015-10,7.88,ERA5/Open-Meteo
fuessen,2015-11,5.56,ERA5/Open-Meteo
fuessen,2015-12,5.1,ERA5/Open-Meteo
fuessen,2016-01,-1.51,ERA5/Open-Meteo
fuessen,2016-02,1.09,ERA5/Open-Meteo
fuessen,2016-03,1.37,ERA5/Open-Meteo
fuessen,2016-04,6.92,ERA5/Open-Meteo
fuessen,2016-05,10.37,ERA5/Open-Meteo
fuessen,2016-06,14.45,ERA5/Open-Meteo
fuessen,2016-07,16.94,ERA5/Open-Meteo
fuessen,2016-08,16.36,ERA5/Open-Meteo
fuessen,2016-09,14.7,ERA5/Open-Meteo
fuessen,2016-10,7.3,ERA5/Open-Meteo
fuessen,2016-11,2.85,ERA5/Open-Meteo
fuessen,2016-12,1.9,ERA5/Open-Meteo
fuessen,2017-01,-5.02,ERA5/Open-Meteo
fuessen,2017-02,2.08,ERA5/Open-Meteo
fuessen,2017-03,5.77,ERA5/Open-Meteo
fuessen,2017-04,5.84,ERA5/Open-Meteo
fuessen,2017-05,11.86,ERA5/Open-Meteo
fuessen,2017-06,16.95,ERA5/Open-Meteo
fuessen,2017-07,16.9,ERA5/Open-Meteo
fuessen,2017-08,17.44,ERA5/Open-Meteo
fuessen,2017-09,10.8,ERA5/Open-Meteo
fuessen,2017-10,9.44,ERA5/Open-Meteo
fuessen,2017-11,2.58,ERA5/Open-Meteo
fuessen,2017-12,-4.0,ERA5/Open-Meteo
fuessen,2018-01,2.2,ERA5/Open-Meteo
fuessen,2018-02,-3.7,ERA5/Open-Meteo
fuessen,2018-03,1.98,ERA5/Open-Meteo
fuessen,2018-04,10.73,ERA5/Open-Meteo
fuessen,2018-05,13.42,ERA5/Open-Meteo
fuessen,2018-06,15.6,ERA5/Open-Meteo
fuessen,2018-07,17.9,ERA5/Open-Meteo
fuessen,2018-08,18.75,ERA5/Open-Meteo
fuessen,2018-09,14.3,ERA5/Open-Meteo
fuessen,2018-10,10.09,ERA5/Open-Meteo
fuessen,2018-11,4.86,ERA5/Open-Meteo
fuessen,2018-12,2.8,ERA5/Open-Meteo
fuessen,2019-01,-2.48,ERA5/Open-Meteo
fuessen,2019-02,0.83,ERA5/Open-Meteo
fuessen,2019-03,4.24,ERA5/Open-Meteo
fuessen,2019-04,7.59,ERA5/Open-Meteo
fuessen,2019-05,8.27,ERA5/Open-Meteo
fuessen,2019-06,17.79,ERA5/Open-Meteo
fuessen,2019-07,18.11,ERA5/Open-Meteo
fuessen,2019-08,17.18,ERA5/Open-Meteo
fuessen,2019-09,12.94,ERA5/Open-Meteo
fuessen,2019-10,10.32,ERA5/Open-Meteo
fuessen,2019-11,3.88,ERA5/Open-Meteo
fuessen,2019-12,1.0,ERA5/Open-Meteo
fuessen,2020-01,1.36,ERA5/Open-Meteo
fuessen,2020-02,3.32,ERA5/Open-Meteo
fuessen,2020-03,3.64,ERA5/Open-Meteo
fuessen,2020-04,9.51,ERA5/Open-Meteo
fuessen,2020-05,10.72,ERA5/Open-Meteo
fuessen,2020-06,14.01,ERA5/Open-Meteo
fuessen,2020-07,16.9,ERA5/Open-Meteo
fuessen,2020-08,17.44,ERA5/Open-Meteo
fuessen,2020-09,13.93,ERA5/Open-Meteo
fuessen,2020-10,7.81,ERA5/Open-Meteo
fuessen,2020-11,5.11,ERA5/Open-Meteo
fuessen,2020-12,-1.0,ERA5/Open-Meteo
fuessen,2021-01,-1.95,ERA5/Open-Meteo
fuessen,2021-02,1.81,ERA5/Open-Meteo
fuessen,2021-03,2.44,ERA5/Open-Meteo
fuessen,2021-04,4.8,ERA5/Open-Meteo
fuessen,2021-05,8.6,ERA5/Open-Meteo
fuessen,2021-06,16.75,ERA5/Open-Meteo
fuessen,2021-07,16.37,ERA5/Open-Meteo
fuessen,2021-08,15.02,ERA5/Open-Meteo
fuessen,2021-09,14.12,ERA5/Open-Meteo
fuessen,2021-10,7.99,ERA5/Open-Meteo
fuessen,2021-11,2.71,ERA5/Open-Meteo
fuessen,2021-12,4.2,ERA5/Open-Meteo
fuessen,2022-01,0.25,ERA5/Open-Meteo
fuessen,2022-02,1.64,ERA5/Open-Meteo
fuessen,2022-03,4.07,ERA5/Open-Meteo
fuessen,2022-04,6.44,ERA5/Open-Meteo
fuessen,2022-05,13.32,ERA5/Open-Meteo
fuessen,2022-06,17.21,ERA5/Open-Meteo
fuessen,2022-07,18.38,ERA5/Open-Meteo
fuessen,2022-08,17.9,ERA5/Open-Meteo
fuessen,2022-09,11.95,ERA5/Open-Meteo
fuessen,2022-10,12.04,ERA5/Open-Meteo
fuessen,2022-11,5.33,ERA5/Open-Meteo
fuessen,2022-12,0.5,ERA5/Open-Meteo
fuessen,2023-01,0.58,ERA5/Open-Meteo
fuessen,2023-02,1.4,ERA5/Open-Meteo
fuessen,2023-03,4.45,ERA5/Open-Meteo
fuessen,2023-04,5.55,ERA5/Open-Meteo
fuessen,2023-05,11.35,ERA5/Open-Meteo
fuessen,2023-06,17.34,ERA5/Open-Meteo
fuessen,2023-07,18.14,ERA5/Open-Meteo
fuessen,2023-08,17.63,ERA5/Open-Meteo
fuessen,2023-09,16.18,ERA5/Open-Meteo
fuessen,2023-10,11.6,ERA5/Open-Meteo
fuessen,2023-11,3.93,ERA5/Open-Meteo
fuessen,2023-12,1.7,ERA5/Open-Meteo
fuessen,2024-01,-0.37,ERA5/Open-Meteo
fuessen,2024-02,5.02,ERA5/Open-Meteo
fuessen,2024-03,6.03,ERA5/Open-Meteo
fuessen,2024-04,8.02,ERA5/Open-Meteo
fuessen,2024-05,11.97,ERA5/Open-Meteo
fuessen,2024-06,15.68,ERA5/Open-Meteo
fuessen,2024-07,18.29,ERA5/Open-Meteo
fuessen,2024-08,18.82,ERA5/Open-Meteo
fuessen,2024-09,12.64,ERA5/Open-Meteo
fuessen,2024-10,11.04,ERA5/Open-Meteo
fuessen,2024-11,3.75,ERA5/Open-Meteo
fuessen,2024-12,-1.2,ERA5/Open-Meteo
fuessen,2025-01,-0.61,ERA5/Open-Meteo
fuessen,2025-02,0.68,ERA5/Open-Meteo
fuessen,2025-03,4.19,ERA5/Open-Meteo
fuessen,2025-04,8.19,ERA5/Open-Meteo
fuessen,2025-05,10.71,ERA5/Open-Meteo
